"","GSM4008561","GSM4008562","GSM4008563","GSM4008564","GSM4008565","GSM4008566","GSM4008567","GSM4008568","GSM4008569","GSM4008570","GSM4008571","GSM4008572","GSM4008573","GSM4008574","GSM4008575","GSM4008576","GSM4008577","GSM4008578","GSM4008579","GSM4008580","GSM4008581","GSM4008582","GSM4008583","GSM4008584","GSM4008585","GSM4008586","GSM4008587","GSM4008588","GSM4008590","GSM4008591","GSM4008592","GSM4008593","GSM4008594","GSM4008595","GSM4008596","GSM4008597","GSM4008598","GSM4008599","GSM4008600","GSM4008601","GSM4008602","GSM4008603","GSM4008604","GSM4008605","GSM4008606","GSM4008607","GSM4008608","GSM4008609","GSM4008610","GSM4008611","GSM4008612","GSM4008613","GSM4008614","GSM4008615","GSM4008616","GSM4008617","GSM4008618"
"MT-TS2",128.446972274617,521.253291392838,99.7259274471499,186.057620280042,267.416508928257,280.330097836688,253.086899511335,179.193312367638,147.733964049185,176.421058667503,307.176891411992,69.7931874508154,88.4675083146011,69.7931874508154,295.611325513907,184.633569881397,87.3061005061814,252.689940019306,69.7931874508154,114.875958646202,321.919506232702,229.349004806464,119.032265848255,130.988841630638,91.6839161806754,142.046000373,169.060298289035,167.315537683453,69.7931874508154,209.329337562384,96.0588194597771,146.329565385166,108.021594483781,89.809664928513,138.531890223591,101.088859148197,118.920721104714,154.376028456026,129.206635941435,127.278630191453,185.63063537837,109.695070744989,175.758031053525,132.352120045422,69.7931874508154,104.870812593889,105.919011432829,69.7931874508154,109.979875277298,126.325167414073,69.7931874508154,71.5271444563454,155.960399286766,153.172404782962,131.743540356739,95.3681934323161,98.6206040528642
"GBAS",136.498372717902,173.435681023691,162.008593877448,182.969132814094,137.629512468054,149.703187040297,140.564026547314,156.614536806267,151.186256052909,159.426380293462,153.704470980542,206.548978740622,138.932598848954,136.250280206212,208.190114924003,169.031681401401,128.778066812478,104.043350451505,147.82002808475,163.555298612392,224.903362619568,108.999906606588,172.087869663932,154.698724300779,146.808561954738,150.975384195323,238.784783879998,148.845457769209,139.880623448464,169.282433400638,142.108637219357,134.676705075756,164.188547659924,143.50412903592,192.701865256838,138.451077245165,148.230130801899,160.975482273995,216.040642219506,210.10250887872,143.463683469622,148.960580882779,150.689800488774,148.258715175448,146.067795363705,146.37623174191,146.450377059721,168.844421831948,145.322614366359,161.753646560117,224.853048124857,147.710797669719,137.482538021507,141.026250130475,234.062513806033,150.539229343964,203.507876583033
"FCGR3B",160.752898664332,160.752898664332,160.752898664332,160.752898664332,160.752898664332,160.752898664332,160.752898664332,276.657623904877,160.752898664332,160.752898664332,160.752898664332,160.752898664332,214.585097074937,160.752898664332,160.752898664332,160.752898664332,160.752898664332,160.752898664332,160.752898664332,160.752898664332,160.752898664332,206.254127275539,160.752898664332,160.752898664332,160.752898664332,200.725896110016,306.228741596737,160.752898664332,282.399733006618,160.752898664332,364.189811147612,160.752898664332,294.700021303536,424.601918870785,330.155238042269,309.159033042955,160.752898664332,332.766573039416,381.688955611553,160.752898664332,160.752898664332,216.315469299324,160.752898664332,160.752898664332,160.752898664332,243.923434605186,258.580249947409,160.752898664332,412.262933104542,261.390430402307,307.607859868816,160.752898664332,296.917088622863,160.752898664332,160.752898664332,203.628950491285,160.752898664332
"ACO2",139.146041296853,124.828903010044,148.38488548174,142.778238127679,198.31840673407,210.140913914729,209.082914877383,163.079927039307,162.70503389589,130.734035502088,119.305316086215,178.936377869859,119.360181512441,148.224789213318,179.234283970378,183.063789443578,216.294760347006,165.565457281345,220.757734974522,166.266118636963,157.42849102897,167.927225313658,223.415439946241,153.217094083152,197.01567978967,149.515983119389,190.302736902669,156.278927084182,120.385783728977,168.676597382682,148.984733595589,142.092435480618,150.60381451387,183.811390785676,140.830576219704,147.241212755196,118.130256059233,160.250758664831,153.67825621833,141.417204062464,128.350857180025,140.625673945569,137.408096131815,181.217386441038,165.428955163072,176.132938710637,180.376202235093,143.447429773034,96.0014241889529,155.004395143789,208.802911227296,137.49234608283,162.754852804592,135.181290455231,174.738549268212,134.680204012211,140.114460852967
"G0S2",-8.37417805234327,50.2641159116297,193.912501936348,-8.050949562704,-23.8581787219689,30.2545783933856,-1.61836793167396,23.6657224501313,235.953535929074,277.944708507843,36.7282225814303,34.4541717814753,64.9367186912023,0.7043429351736,60.6594088021655,161.395200070912,77.1941252491557,157.816695767658,127.081410417629,-4.64786397398268,354.278047512766,36.2780958380701,214.527084861654,45.7654422120574,32.392623479761,48.38602102179,192.682689926371,119.175731137537,163.473846443696,387.838008415159,93.6365951412494,75.3907049172365,72.5121744822322,227.638278124443,234.963739836814,328.727941417593,355.947776652974,333.767956065192,360.079561898018,120.182904513028,269.40232997876,242.40244045004,396.852508993037,117.416492456387,206.131160459155,239.250553960887,262.315763661614,4.1371866621985,84.7111007876528,263.85507133148,174.958786838955,115.283792813374,144.404427295967,46.8536495698402,239.494688257991,434.515187684887,223.995352962529
"ATP5G1",139.108034444654,429.297846497536,116.520416949914,167.852418344492,158.138068821079,174.224843051555,139.362976052216,122.8950830677,105.363418411131,212.212507621761,141.2026240599,153.434809098833,110.038180528681,120.479034992746,177.110355821283,213.709727037097,123.833650302849,143.241988611458,149.837305422468,136.294112170921,94.2838547510413,173.759841445455,209.636931694528,122.951450310648,122.254487650844,161.968570102042,170.185681638099,127.06758578454,84.8760677661506,193.911032715755,178.523533361634,118.171152686646,159.730417607634,158.436386543254,201.104410373687,141.277047949772,162.44607648169,189.543780309771,176.314482062588,141.93890600859,163.985342951422,138.346875274514,225.63025848239,118.894931022539,135.143429246716,118.211659424092,164.214248907755,181.93970447291,87.2341444398873,161.922873645619,198.928284945472,152.91833745944,138.771247103531,144.28135316633,155.099404205857,148.938225785141,182.986995798279
"ANK1",153.194328099014,133.976076541779,145.420587218317,131.079805303286,113.796834483702,204.981944532277,193.816098425091,200.011896902163,128.322386315457,154.064692242286,120.153141095008,194.504841065187,138.348782039457,148.075320581453,171.50989220693,230.998234569853,155.313804744464,133.472087563287,136.842893502901,221.84046775507,170.882306407858,169.627442641048,195.707895700897,157.959360060491,148.109921636183,117.769446618073,149.756181261175,169.156442412575,206.607881193536,198.689878155062,165.313939306219,116.375157607619,91.2554075361793,162.937205068462,150.563808768952,193.377141101844,150.655302743551,213.468083316395,152.16410501036,150.323371162027,129.451884501447,111.658972281629,188.163725879431,165.729829598295,148.747320447988,192.278756231408,141.968737314351,202.483487892461,143.948493076163,167.132861831398,197.67027473947,167.776214080889,161.289643001983,147.136870852273,144.375312904524,154.585531684509,92.0250712112837
"HNRNPA2B1",106.40987377158,130.950554688957,172.834960395087,153.3176924261,133.034536597859,131.267063150469,145.033899556095,118.408640233797,117.440865980129,175.674790353414,171.782928183001,147.470963674581,187.95869494338,163.349817302042,179.530531938993,184.481252726186,109.502853310785,77.6925241035862,161.700854728328,141.2731304163,147.875739792878,90.1365828075652,204.096375722451,145.649409610497,128.799136878082,156.052719336762,147.483655140868,134.483667937597,190.278750286784,206.100982398243,119.764013836879,134.910801798095,190.694119276754,168.732652401937,153.470368622778,145.953911417901,208.013576667359,170.891216582604,161.400793341538,173.829995385547,163.184725446097,152.473831533724,145.676604472122,164.882079483326,166.738881829205,191.757616663552,170.236284222073,165.334795349705,187.42992873008,181.93055973543,184.116230461563,168.798573898967,206.998791433076,158.777738289324,187.890895642131,120.935805655206,191.074517239753
"SH3BGR",151.176264597644,158.380376322982,167.821300948942,198.797567158318,123.208317653965,114.39164256415,167.004239634378,162.539375444449,135.618365042022,107.066483511613,157.594599593761,163.497356859451,168.190521764971,151.967426562015,151.399439329481,142.955723840879,90.4218713281748,66.277840397971,158.10167496427,148.38216231725,229.744174872259,89.335852299643,189.409788389868,131.730860497659,214.996492258613,181.690264529235,177.969599795561,119.132671249654,223.325964751159,155.409223663176,139.032833516968,187.760897932528,174.92168021846,119.34501443102,169.208213798618,174.422309772293,187.101366453128,133.368018132659,161.465917892589,163.453966862719,149.812051175827,170.101555425108,162.095034839759,153.903116930183,183.242433177143,143.965400798644,153.815839472653,139.374176663905,192.317036259231,180.409393644544,143.291919965335,132.175470533774,212.956758604416,145.335050355754,161.964470543121,170.525557689915,218.218490325433
"NEXN",94.7870895774671,91.6868906420775,151.419444781583,68.800695659005,43.9545398317988,96.9182495286224,112.232918443107,154.566970421202,85.3980138920421,62.8639490199605,214.380351827859,69.8579670432488,176.737110926266,117.184795856263,118.937259715075,82.4649189230265,18.1319981462308,38.5451987293632,128.220685432487,130.145894495413,158.103025330674,22.4649966447459,130.495788367421,98.8083375396162,121.968563667718,117.571450987554,158.972754689409,134.508625561385,302.317715282887,257.389246057627,121.564033861457,71.8590173222378,169.578662564215,197.133123391167,74.0173383900902,183.377433023131,174.669901136025,197.733128269528,172.475201523937,152.377987335061,223.896110675777,227.286950768558,240.182499372412,163.351678097455,185.149659139799,169.907248977562,170.365868878581,192.628623736517,363.536730189312,170.70112905364,258.085614462274,195.465575666136,219.927146787724,103.502738250239,162.894507494407,267.203476036388,196.752526271616
"TMOD4",189.02944699134,133.772521511336,116.919965904644,117.911420124787,110.804346360917,114.525718983103,112.891627104082,110.341791400714,122.523340584723,186.88675801504,156.842725632493,126.907079593995,118.305098891334,122.554464127094,196.278846669737,200.991314469773,156.421496181841,128.613859197655,164.951682374428,196.760123489907,122.911442572067,121.849764845608,223.131855807613,113.775727162191,214.327083885346,116.118089114532,112.364377372258,257.913707475684,138.171726719384,134.086797170856,228.070442244107,215.529290765048,112.882806029057,108.857285323034,183.651583417164,124.779693568465,126.761324954726,120.13324202233,119.611353127726,217.083772377389,129.07554729028,114.899306879504,123.289872631643,119.853680328104,140.94402709355,231.912711380345,121.305133850578,126.977914763727,248.454859685337,123.464132129282,126.32345040672,192.999015476409,223.689391144256,115.275161133512,122.176761451039,125.001998607511,248.538906061606
"SHISA4",182.61315454335,125.188662651266,117.185027844781,141.165952824457,114.177838691949,119.133399965396,74.1094155916016,155.60736226094,189.873104608033,112.84444569887,132.061353183688,211.392604532347,183.742292709522,153.072584346963,172.388776546047,167.305785275387,271.268510446919,101.574825137244,113.538938695874,145.574484139535,192.185922715778,213.490309214486,163.800801811676,175.302776141429,190.922338658603,134.804304239669,186.708041381404,211.560228661916,213.348848649211,95.8555290073038,164.232795746167,169.994064067414,97.5573033758768,82.3622810920199,115.220941000128,158.570003597975,182.144242104997,122.968421902347,169.306410133921,156.162189824888,135.566242744422,139.438033184378,206.817397873615,151.337352469935,193.041275169509,90.3194973403006,99.4484446813181,182.01171329813,159.271577123285,225.274163205417,154.097459721613,154.962545157847,161.365318368119,111.420447309465,143.756556667523,158.97268882823,115.744748874443
"C20orf166",52.149612,163.826767,81.805458,73.813698,43.061272,73.753128,82.000183,88.114998,43.026928,133.217224,55.259769,80.996277,76.958282,85.426842,72.856773,75.344284,45.387951,84.217171,54.333622,34.792328,74.893341,61.076908,78.344872,77.068077,80.073204,61.337772,98.07045,105.688507,66.267494,72.407806,56.669048,69.770927,25.213743,75.401802,57.266487,95.607597,43.189117,88.463333,99.851082,77.142509,80.08136,83.739746,87.86599,70.701157,40.712799,58.651382,37.483364,68.900337,38.083347,76.47628,82.792213,93.700188,64.309448,47.656281,53.409225,76.231117,49.160553
"DCAF6",161.501882077881,102.625149367716,148.468529819713,167.974096163895,140.989390345718,135.365694932996,146.178012791694,161.17556078794,182.697628288951,167.866368082458,196.904391741814,163.208250592967,172.129587200255,166.820987800573,145.728099976896,172.299255748822,137.319582365026,124.636433003948,178.566007435684,145.565949980033,178.134746295444,112.977863004563,159.915897212876,158.75565338451,165.304787920785,160.692620267188,154.325729118133,159.628227310593,189.331283318786,159.617059915574,127.765869452252,174.937815004241,152.900895025941,126.658001871781,126.813551049397,149.056049190611,167.21700116008,143.64842531655,158.144171676471,154.610726553041,156.46770448416,143.253829301524,129.79638640193,156.091133343848,167.17002849042,156.041103596945,164.513991191743,140.259814368313,191.406379217702,156.984869190275,147.342812533379,157.865241176619,143.457908628362,172.637082585825,151.185066631325,154.874828628898,150.604358282295
"AK1",116.47893944948,179.409994190713,84.4541218021243,147.399577395064,144.962608792858,91.568602296627,153.50970573705,185.953757854511,139.734135297818,196.434816826444,75.8391775726892,201.941261977154,198.602274993722,201.910796716038,221.065931133578,113.201527152655,131.184849731521,89.8804767025119,156.250890250507,170.757062192121,233.60625042858,166.98944208579,155.98065625122,187.005830677293,145.864155896767,180.991982498236,98.6755794927617,186.522853388794,150.755858206993,143.792565524767,106.098858045906,141.527342927141,90.4474617340287,129.265992910171,173.191862662541,192.062322529095,147.000821717279,176.880008508739,140.394702173496,165.364404900533,154.404159348954,116.470389864243,249.006895191771,118.555131178544,153.505094134828,119.152208803515,82.7148856707389,262.069215586139,215.12440353234,181.354371703286,128.569666587432,155.413554681019,113.588733974887,212.66590088643,86.7127490786042,143.451710363421,143.829381503857
